"Estimate","Std. Error","t value","Pr(>|t|)","lhs","rhs"
-2.22580158004984,0.164691055079027,-13.5150119657791,2.20542270831816e-32,"paid_employment","(Intercept)"
0.557534860615023,0.0621385139896414,8.97245242633201,4.29413723873931e-17,"paid_employment","contraception_1"
1.68732736347628,0.0704712980316101,23.9434693358341,1.02848441205855e-69,"paid_employment","paid_employment_1"
0.0395690447313203,0.00418612940724462,9.45241794552293,1.38846144565642e-18,"paid_employment","age_0"
0.0385106839451795,0.0246825809896232,1.56023731721451,0.11983332638787,"paid_employment","edu_attainment_0"
0.0124948018532924,0.0173821286286504,0.718830364233848,0.472844890650758,"paid_employment","parity_0"
0.32518738258141,0.115242869191378,2.82175708452198,0.00511810208977341,"paid_employment","urban_0"
0.00946092521935913,0.0315253053050132,0.300105744506609,0.764319178200964,"paid_employment","wealthquintile_0"
-3.43565892032988,0.158370934333219,-21.6937466132587,6.63518115783633e-62,"decision_wages","(Intercept)"
0.830204992227002,0.0764252768351445,10.8629634933194,3.59976896802273e-23,"decision_wages","contraception_1"
1.89933147706288,0.088225468132754,21.5281541403093,2.54456382480313e-61,"decision_wages","decision_wages_1"
0.0466968117041413,0.00505235730684783,9.24257903154428,6.29496798452317e-18,"decision_wages","age_0"
0.0358756121909251,0.0309369219394889,1.15963741516031,0.247184366879117,"decision_wages","edu_attainment_0"
0.0782452269620485,0.0209949563039281,3.72685829059854,0.000234545684656372,"decision_wages","parity_0"
0.26389857829606,0.132983542483453,1.98444539352601,0.0481822192254498,"decision_wages","urban_0"
0.0407650624656497,0.0351702317603449,1.15907858507811,0.247411677904831,"decision_wages","wealthquintile_0"
-1.22197484716001,0.234229007341506,-5.2170090332935,3.54334334067739e-07,"decision_health","(Intercept)"
0.0432169733668617,0.0901788411354839,0.47923629115984,0.632144607975282,"decision_health","contraception_1"
1.46841309362633,0.106326499977824,13.810415032307,1.93328221909469e-33,"decision_health","decision_health_1"
0.0356355617647758,0.00710815521133397,5.01333478311712,9.50372004030988e-07,"decision_health","age_0"
0.172641723760329,0.0358576513271361,4.81464115385823,2.41660543499192e-06,"decision_health","edu_attainment_0"
-0.0130841889442839,0.020995910120677,-0.623177984144561,0.533674829581229,"decision_health","parity_0"
0.116092121167101,0.155597815508837,0.746103798356396,0.456230650039911,"decision_health","urban_0"
-0.0164572698741172,0.0431881920314536,-0.381059477139758,0.703448082648792,"decision_health","wealthquintile_0"
