"Estimate","Std. Error","t value","Pr(>|t|)","rhs"
-1.5082785267865,1.13269134987793,-1.3315882803811,0.185362002137578,"(Intercept)"
0.955696723216042,1.83895517356526,0.519695497179081,0.604173389567475,"ns(age, knots = c(25, 40))1"
-6.00327667211026,3.86219906958972,-1.55436748959395,0.122565877303145,"ns(age, knots = c(25, 40))2"
-5.37397224899677,3.03926940464573,-1.76817897116402,0.0794133708367227,"ns(age, knots = c(25, 40))3"
-2.12220796271516,1.31737312922599,-1.61093916038962,0.109656239610631,"fp_ever_user"
0.403707881894067,0.674300091499102,0.598706550664327,0.550426647285597,"edu.levelPrimary"
0.448103896813859,0.814473913849488,0.550175873277468,0.58315755644849,"edu.levelSecondary"
0.0501105878367532,0.134674896847868,0.372085585432891,0.710444424626345,"parity"
-0.0187982213190402,0.381062491599746,-0.0493310722871804,0.960732350879988,"urban"
0.304820763600018,0.153624643191411,1.98419184102008,0.0493736340636963,"wealthquintile"
-0.130785621050138,2.048690987454,-0.0638386276168822,0.949198308210168,"ns(age, knots = c(25, 40))1:fp_ever_user"
9.6043523428438,4.73326268638728,2.02911880856848,0.0445199431804584,"ns(age, knots = c(25, 40))2:fp_ever_user"
6.12510217962646,3.47379822233322,1.76322911913763,0.0802481477298937,"ns(age, knots = c(25, 40))3:fp_ever_user"
