"Estimate","Std. Error","t value","Pr(>|t|)","rhs"
-19.943319502687,0.405865083636973,-49.1378054105421,7.47501662899849e-184,"(Intercept)"
0.471042176764919,0.726830311339902,0.648077232630212,0.517262615413067,"ns(age, knots = c(25, 40))1"
0.374907119306026,1.26463046911013,0.296455864747457,0.767017535027075,"ns(age, knots = c(25, 40))2"
0.267331219180574,0.964767498033564,0.277093931673135,0.781834099780719,"ns(age, knots = c(25, 40))3"
19.8797046525699,0.704222924740376,28.2292779092628,5.66646837658609e-102,"fp_ever_user"
0.0538761619899011,0.0410731464206478,1.31171255881232,0.190280047964152,"edu_attainment"
-0.0290987004420186,0.110737401030683,-0.262772109252916,0.792845435189964,"parity"
1.06258704777375,0.423421169355211,2.5095274508638,0.0124363701564832,"urban"
-0.0603603332973399,0.144695973065093,-0.417152820626088,0.676763814034965,"wealthquintile"
-2.11804468369677,0.955045249516706,-2.21774275592554,0.0270666820723845,"ns(age, knots = c(25, 40))1:fp_ever_user"
-0.479721040095989,2.78192469042825,-0.172442137541164,0.863166792066774,"ns(age, knots = c(25, 40))2:fp_ever_user"
2.17979936419633,2.16590506892098,1.00641500658303,0.314752064288824,"ns(age, knots = c(25, 40))3:fp_ever_user"
