postpartum,From,n,age_grp,Pill,IUD,Injectable,Condom,F.sterilization,Withdrawal,Implant,Other.trad,Other.mod,group
1,Birth,54.305698,>35,0.021085946,0.108278251,0.670749909,0,0.135747689,0,0.064138205,0,0,grp1>35
1,Birth,60.467724,<18,0.06290245,0.02544412,0.765474404,0,0,0,0.146179026,0,0,grp1<18
1,Birth,70.129474,18-20,0.02476391,0.030358705,0.753902133,0,0,0,0.190975252,0,0,grp118-20
1,Birth,149.412547,25-35,0.104019725,0.082220592,0.634985976,0,0.0172388,0,0.144619682,0.016522468,0.000392758,grp125-35
1,Birth,150.596038,20-25,0.007107465,0.030127625,0.821434618,0,0,0.014293079,0.126521788,0,0.000515425,grp120-25
6,None,126.603569,>35,0.010972495,0.089986199,0.664409816,0.003986657,0,0,0.175969976,0.031759744,0.022915112,grp6>35
6,None,141.182589,<18,0.041136007,0.007279432,0.817118845,0,0,0,0.107013047,0.02745267,0,grp6<18
6,None,181.690377,18-20,0.022560127,0.019587394,0.755752051,0,0,0,0.188861268,0.01323916,0,grp618-20
6,None,569.106311,20-25,0.097003417,0.034546305,0.693380144,0.005727452,0,0.002790874,0.158828692,0.005654717,0.002068399,grp620-25
6,None,618.282663,25-35,0.083000956,0.027448313,0.763763229,0.000653672,0,0.005089331,0.106790703,0.013253797,0,grp625-35
0,None,336.455248,18-20,0.087846985,0.012684549,0.692751709,0.02635889,0,0.001569249,0.143591091,0.01605078,0.019146748,grpNo18-20
0,None,468.718461,>35,0.053052406,0.014175123,0.741769377,0.002238382,0,0.001321655,0.172508748,0.012066416,0.002867892,grpNo>35
0,None,611.420678,<18,0.071727028,0.007114802,0.775473644,0.00779728,0,0.004513835,0.087662285,0.018824358,0.026886768,grpNo<18
0,None,854.070873,20-25,0.092392787,0.031083905,0.617698308,0.007882941,0,0.005670602,0.210626765,0.018144849,0.016499844,grpNo20-25
0,None,1278.151588,25-35,0.0744577,0.040741311,0.672017449,0.006670003,0.001525623,0.000765142,0.192268191,0.010460129,0.001094452,grpNo25-35
0,Pill,0.866365,18-20,0,0,0.910406122,0,0,0,0,0,0.089593878,grpNo18-20
0,Pill,11.99989,>35,0,0.17560711,0.605023629,0,0,0,0.057342609,0.130933867,0.031092785,grpNo>35
0,Pill,14.516099,<18,0,0,0.76941243,0,0,0,0,0,0.23058757,grpNo<18
