"estimate","coef","se","method","functionform"
2.12334460808769,"meanlog",0.0661223031540583,"None","lnorm"
0.332790335647421,"sdlog",0.0201350822952268,"None","lnorm"
-0.270344998012523,"age_grp_fact(0,18]",0.155909320894695,"None","lnorm"
0.0416627968535245,"age_grp_fact(18,20]",0.132561257856335,"None","lnorm"
0.343098611311399,"age_grp_fact(25,35]",0.0850504375504047,"None","lnorm"
1.19911693846152,"age_grp_fact(35,50]",0.126060735202947,"None","lnorm"
0.577545046229639,"shape",0.116817016857642,"Pill","llogis"
2.8950580962708,"scale",0.211879601831994,"Pill","llogis"
-0.697833531476762,"age_grp_fact(0,18]",0.821554283173633,"Pill","llogis"
-1.10778276976656,"age_grp_fact(18,20]",0.504345171642639,"Pill","llogis"
0.444234052303671,"age_grp_fact(25,35]",0.255393360733666,"Pill","llogis"
1.95804553093838,"age_grp_fact(35,50]",0.657244136041894,"Pill","llogis"
1.12782564372704,"shape",0.439519874940165,"IUD","gamma"
-2.31194107447024,"rate",0.752795780573024,"IUD","gamma"
-0.0213192231010572,"age_grp_fact(18,20]",32.8826412900207,"IUD","gamma"
0.073294479595197,"age_grp_fact(25,35]",0.526316132854363,"IUD","gamma"
-5.02896442512181,"age_grp_fact(35,50]",61.2879794440652,"IUD","gamma"
2.19666465937811,"meanlog",0.176252990335461,"Injectable","lnorm"
0.078179778655839,"sdlog",0.0735504902890003,"Injectable","lnorm"
0.838426554598908,"age_grp_fact(0,18]",0.865918855124846,"Injectable","lnorm"
-0.0765403713063137,"age_grp_fact(18,20]",0.484876286509039,"Injectable","lnorm"
0.477968056453072,"age_grp_fact(25,35]",0.221090145155677,"Injectable","lnorm"
1.17034569180772,"age_grp_fact(35,50]",0.329256612862746,"Injectable","lnorm"
0.620754410104352,"shape",0.0822137983801703,"Condom","llogis"
2.96903693357241,"scale",0.144158522868752,"Condom","llogis"
-0.0122115825270482,"age_grp_fact(0,18]",0.484911221838222,"Condom","llogis"
-0.226427637320283,"age_grp_fact(18,20]",0.328694463022781,"Condom","llogis"
0.424084903539369,"age_grp_fact(25,35]",0.177233215234512,"Condom","llogis"
1.74508394411642,"age_grp_fact(35,50]",0.336113170593155,"Condom","llogis"
0.295924537761197,"shape",0.105640264416509,"Withdrawal","weibull"
3.25916220570781,"scale",0.15859155879886,"Withdrawal","weibull"
0.00672670598467983,"age_grp_fact(0,18]",0.762926490732845,"Withdrawal","weibull"
-0.411082514200761,"age_grp_fact(18,20]",0.459113834105469,"Withdrawal","weibull"
0.690283067496975,"age_grp_fact(25,35]",0.213359933027773,"Withdrawal","weibull"
1.64619867152597,"age_grp_fact(35,50]",0.384749122912511,"Withdrawal","weibull"
0.714878803642844,"shape",0.186635230422402,"Implant","llogis"
2.74736781188961,"scale",0.313646410085258,"Implant","llogis"
-0.0489967112885967,"age_grp_fact(0,18]",0.700366130429713,"Implant","llogis"
-1.36107345076972,"age_grp_fact(18,20]",0.759676318739419,"Implant","llogis"
1.2125155742672,"age_grp_fact(25,35]",0.390517432632992,"Implant","llogis"
1.182247408627,"age_grp_fact(35,50]",0.429907044478729,"Implant","llogis"
0.708102668957994,"shape",0.312347296674853,"Other.trad","gamma"
-2.78042977149108,"rate",0.491359380756583,"Other.trad","gamma"
0.598048582247108,"age_grp_fact(18,20]",0.599771823908773,"Other.trad","gamma"
-0.539363934599192,"age_grp_fact(25,35]",0.398653859182233,"Other.trad","gamma"
-1.61403477050033,"age_grp_fact(35,50]",0.697423968559745,"Other.trad","gamma"
