"Estimate","Std. Error","t value","Pr(>|t|)","rhs"
-1.31014069559128,0.526219516712661,-2.48972273733942,0.0130758944885247,"(Intercept)"
0.0995634263728127,0.600154664808295,0.165896280094092,0.86829898911211,"age_grp(18,20]"
0.263634362458829,0.629706129664701,0.418662531678397,0.675624745994581,"age_grp(20,25]"
0.0567171996709317,0.576384599918197,0.0984016569474292,0.921648887212282,"age_grp(25,35]"
0.405831561367894,0.760979136094009,0.533301824082808,0.594038156410374,"age_grp(35,50]"
-0.986199040848901,1.0499342029402,-0.9392960416826,0.347987373682626,"prior_userTRUE"
1.43747747617195,1.25526310633001,1.14516030059601,0.252636334468549,"age_grp(18,20]:prior_userTRUE"
1.56113917400509,1.15535041854721,1.35122569650179,0.177173686467743,"age_grp(20,25]:prior_userTRUE"
1.92797689457616,1.10257388754635,1.74861468818806,0.0809104996843416,"age_grp(25,35]:prior_userTRUE"
1.33156960381298,1.23090434522712,1.0817815445824,0.279819411183782,"age_grp(35,50]:prior_userTRUE"
