"postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
"1","Birth",79.71371,"<18",0.0969015367619949,0.0223724375643788,0.290259354382076,0.0502139092509933,0,0.0184653932178041,0.500817751425696,0.0209696173970575,0,"grp1<18"
"1","Birth",87.264865,"18-20",0.0936142856578074,0.012882871015729,0.456687637114892,0.0058443910960041,0,0.00562539115828575,0.406473567569262,0.0188718563880205,0,"grp118-20"
"1","Birth",263.662756,">35",0.124613231305221,0.0718706475176191,0.293504756507969,0.0120764800015972,0.0800678917275673,0,0.333498778265065,0.0648825122650239,0.0194857024099376,"grp1>35"
"1","Birth",334.996079,"20-25",0.16960417020284,0.0242262119133639,0.459722085284467,0.0114504713352182,0,0,0.25606441799577,0.0789326432683411,0,"grp120-25"
"1","Birth",687.432424,"25-35",0.148419481592565,0.0695047139644376,0.404200912408519,0.0167009695777748,0.0178071233951572,0.0021990525137057,0.307411596576073,0.0302581435989991,0.00349800637276894,"grp125-35"
"6","None",166.127095,"<18",0.157481884577588,0.0220325227501269,0.46697717792513,0.0295815562175454,0,0,0.259464875371474,0.0644619831581356,0,"grp6<18"
"6","None",180.428259,"18-20",0.138457390978871,0.0533298666923345,0.505222693524965,0.020869835029556,0,0.00973068193270102,0.251767235641286,0.017090305127868,0.00353199107241843,"grp618-20"
"6","None",403.956921,">35",0.191250578920023,0.0781085119717506,0.36869362116957,0.0396252277603631,0.00448085898743643,0.0036337983673264,0.233836142146454,0.0617634175897682,0.0186078430873078,"grp6>35"
"6","None",754.65694,"20-25",0.207535500833001,0.0103850061989757,0.487719589513084,0.0158892767884703,0,0.00128141669246426,0.226484847538804,0.0507043624352014,0,"grp620-25"
"6","None",1419.480039,"25-35",0.213686718845083,0.0434429377699759,0.45413689399545,0.0327751928324228,0,0.0088991677606817,0.206806903186048,0.0312410662930076,0.00901111931733194,"grp625-35"
"No","None",147.590019,"18-20",0.117916307064098,0.0206186571464565,0.40885532374652,0.178591588906835,0,0,0.134807476378196,0.107421816918392,0.0317888298395029,"grpNo18-20"
"No","None",159.031648,"<18",0.0784528938541843,0.00610340779465481,0.288778262550609,0.431526126170811,0,0,0.17769448003205,0.0147844660454,0.00266036355229118,"grpNo<18"
"No","None",670.346782,"20-25",0.215128897269772,0.0195634294847708,0.414374193266434,0.0798326410105747,0,0.00865990432993531,0.222205706060956,0.0290848923624728,0.0111503362150846,"grpNo20-25"
"No","None",724.118463,">35",0.239070149216731,0.101444278461934,0.342263584846614,0.0299209854562153,0.00655197214602716,0.00291564033770535,0.228585745920968,0.0443897851559131,0.00485785845789158,"grpNo>35"
"No","None",1286.103617,"25-35",0.231346547873055,0.0433992224749338,0.436947009223752,0.0288085839354264,0,0.00473020985213511,0.224380950481379,0.0258253624054616,0.00456211375385627,"grpNo25-35"
"No","Pill",2.608839,"<18",0,0,1,0,0,0,0,0,0,"grpNo<18"
"No","Pill",4.445166,"18-20",0,0,0.425358018125757,0,0,0,0.574641981874243,0,0,"grpNo18-20"
"No","Pill",34.133643,"20-25",0,0,0.761328786382397,0.0274189016390662,0,0.02329663434987,0.158185342244307,0.0297703353843597,0,"grpNo20-25"
"No","Pill",41.816037,">35",0,0.199959934032008,0.54553357124684,0,0,0.0185051012844665,0.147410095318215,0.053944160227331,0.0346471378911397,"grpNo>35"
"No","Pill",52.929725,"25-35",0,0.221710843953941,0.502061346436242,0.113012829747368,0,0.0563397221504552,0.0775337865443284,0.0293414711676662,0,"grpNo25-35"
"No","IUD",2.339845,">35",0.205614901841789,0,0,0,0,0,0.399986751259165,0,0.394398346899047,"grpNo>35"
"No","IUD",5.300697,"20-25",0.879360393548245,0,0,0,0,0,0.120639606451755,0,0,"grpNo20-25"
"No","IUD",17.40484,"25-35",0.400447231919397,0,0.0687185288689813,0,0,0,0.301876661894048,0.228957577317574,0,"grpNo25-35"
"No","Injectable",6.190851,"<18",0.683918899033429,0,0,0,0,0,0.316081100966571,0,0,"grpNo<18"
"No","Injectable",6.228366,"18-20",0.618753136858046,0,0,0.138138317497719,0,0,0.104516497585402,0.138592048058833,0,"grpNo18-20"
"No","Injectable",34.122848,"20-25",0.73250506522785,0.0907816076782337,0,0.071279718504153,0,0,0.0339214358660801,0.0715121727236836,0,"grpNo20-25"
"No","Injectable",68.070351,">35",0.34717491026306,0.277854274616565,0,0,0,0,0.286026320034695,0.0889444950856798,0,"grpNo>35"
"No","Injectable",100.395797,"25-35",0.557497820351981,0.122158619847403,0,0.0641977472423472,0,0,0.15947481347252,0.0903871005675666,0.00628389851818199,"grpNo25-35"
"No","Condom",3.504164,">35",0,0,0.31947277581757,0,0,0,0.68052722418243,0,0,"grpNo>35"
"No","Condom",13.892453,"25-35",0.170950371399493,0.462491757215231,0.122888592820865,0,0,0,0.0748109063244626,0,0.168858372239949,"grpNo25-35"
"No","Condom",13.903033,"20-25",0.218155779390008,0,0.0605225492883459,0,0,0,0.215132050682754,0.168729873546297,0.337459747092595,"grpNo20-25"
"No","Withdrawal",0.752835,">35",0,0,1,0,0,0,0,0,0,"grpNo>35"
"No","Withdrawal",9.460112,"25-35",0,0,1,0,0,0,0,0,0,"grpNo25-35"
"No","Implant",2.046862,"18-20",0,0,1,0,0,0,0,0,0,"grpNo18-20"
"No","Implant",14.898055,"20-25",0.0803178669967321,0.203359834555585,0.438825672210231,0.277496626237452,0,0,0,0,0,"grpNo20-25"
"No","Implant",25.070067,">35",0.354562315290183,0.130243768395194,0.22256099275682,0.0446542484310074,0.0579546915451004,0,0,0.190023983581695,0,"grpNo>35"
"No","Implant",46.558186,"25-35",0.36537757291489,0.135384140610633,0.431403856670876,0,0,0.0642083005553524,0,0.00362612924824863,0,"grpNo25-35"
"No","Other.trad",5.217202,">35",0,0.700893314079079,0.144217532692811,0,0,0,0.15488915322811,0,0,"grpNo>35"
"No","Other.trad",5.293475,"25-35",0.398843670745588,0,0.136067517084713,0.290755127775233,0,0,0.174333684394467,0,0,"grpNo25-35"
"No","Other.mod",2.128148,"25-35",0,0,0,0,0,0,0,1,0,"grpNo25-35"
"No","Other.mod",2.345857,"18-20",0,0,0,1,0,0,0,0,0,"grpNo18-20"
"No","Other.mod",4.691714,"20-25",0,0,0,1,0,0,0,0,0,"grpNo20-25"
