"postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
0,"None",12.887298,"<18",0,0,0.160882444093401,0.484513278113069,0,0,0,0,0.35460427779353,"grp0<18"
0,"None",9.783038,"18-20",0.107653471242778,0,0.109560854205003,0.462756047763486,0,0,0.320029626788734,0,0,"grp018-20"
0,"None",50.358482,"20-25",0.0206284216430511,0,0.281086173328259,0.124056519416133,0,0,0.477065114869825,0.0651627862809685,0.0320009844617636,"grp020-25"
0,"None",95.246195,"25-35",0.163910222345365,0.0126565160949474,0.428087011769867,0.0161367076133593,0,0.0125333510698249,0.334482548095491,0.00979025986287431,0.0224033831482717,"grp025-35"
0,"None",53.848855,">35",0.120664979784621,0.0334707581061844,0.358530241729374,0.0180747018669199,0,0,0.469259318512901,0,0,"grp0>35"
0,"Pill",0,"<18",0,0,1,0,0,0,0,0,0,"grp0<18"
0,"Pill",0.20054,"18-20",0,0,1,0,0,0,0,0,0,"grp018-25"
0,"Pill",6.277983,"20-25",0,0,0,0.162859631827611,0,0.504125767782423,0.131813832563739,0.201200767826227,0,"grp020-25"
0,"Pill",32.004846,"25-35",0,0.0407343937852412,0.272495234003001,0.0434640429140012,0,0.191585705489725,0.379461347822139,0.0722592759858929,0,"grp025-35"
0,"Pill",3.032717,">35",0,0.362723590760364,0.637276409239636,0,0,0,0,0,0,"grp0>35"
0,"IUD",0,"<18",0,0,0,0,0,1,0,0,0,"grp0<18"
0,"IUD",0,"18-20",0,0,0,0,0,1,0,0,0,"grp018-20"
0,"IUD",0.81696,"20-25",0,0,0,0,0,1,0,0,0,"grp020-25"
0,"IUD",0,"25-35",0,0,0,0,0,1,0,0,0,"grp025-35"
0,"IUD",0.596877,">35",0,0,0,0,0,0,1,0,0,"grp0>35"
0,"Injectable",0,"<18",1,0,0,0,0,0,0,0,0,"grp0<18"
0,"Injectable",0,"18-20",1,0,0,0,0,0,0,0,0,"grp018-20"
0,"Injectable",1.082759,"20-25",0,0,0,0,0,0,1,0,0,"grp020-25"
0,"Injectable",2.623357,"25-35",0.227524122717571,0,0,0,0,0,0.772475877282429,0,0,"grp025-35"
0,"Injectable",14.72644,">35",0.20082626894212,0.0392772455528967,0,0,0,0.233318099961702,0.526578385543281,0,0,"grp0>35"
0,"Condom",4.78842,"<18",0,0,0,0,0,0.5176868361589,0,0.364209488724882,0.118103675116218,"grp0<18"
0,"Condom",8.156718,"18-20",0.0622112962591081,0,0.146081426377619,0,0,0.327570476262634,0,0.464136801100639,0,"grp018-20"
0,"Condom",5.316033,"20-25",0.445255889118822,0,0.16074016094332,0,0,0.394003949937858,0,0,0,"grp020-25"
0,"Condom",26.547695,"25-35",0.0938306320002547,0.0393017924908358,0.248253417104574,0,0,0.516019262689284,0.0743477352741924,0,0.0282471604408594,"grp025-35"
0,"Condom",8.71498,">35",0,0.134643108762154,0.544078127545904,0,0,0.187549483762441,0.0204631565419542,0.113266123387547,0,"grp0>35"
0,"Withdrawal",0.705526,"<18",0,0,0,1,0,0,0,0,0,"grp0<18"
0,"Withdrawal",0.771149,"18-20",0,0,0,1,0,0,0,0,0,"grp018-20"
0,"Withdrawal",15.577289,"20-25",0.0287609737483846,0,0.0558581149775163,0.668260247338288,0,0,0.121117930083983,0.126002733851828,0,"grp020-25"
0,"Withdrawal",33.033147,"25-35",0.339598767262471,0,0.27496547634411,0.154415139435549,0,0,0.198295669498277,0.0327249474595926,0,"grp025-35"
0,"Withdrawal",20.340555,">35",0.0739097826976698,0.0676439261367254,0.064737319114449,0.13034855735254,0,0,0.363352229081262,0.134220231453862,0.165787954163493,"grp0>35"
0,"Implant",0,"<18",1,0,0,0,0,0,0,0,0,"grp020-25"
0,"Implant",0,"18-20",1,0,0,0,0,0,0,0,0,"grp018-20"
0,"Implant",2.442361,"20-25",0,0,0.23762989992061,0.166622378919414,0,0,0,0.595747721159976,0,"grp020-25"
0,"Implant",2.16083,"25-35",0,0,1,0,0,0,0,0,0,"grp025-35"
0,"Implant",3.230172,">35",0.46185249578041,0.363028346478144,0.175119157741445,0,0,0,0,0,0,"grp0>35"
0,"Other.trad",0,"<18",0,0,0,0,0,0,0,0,0,"grp0<18"
0,"Other.trad",0,"18-20",0,0,0,0,0,0,0,0,0,"grp018-20"
0,"Other.trad",1.100038,"20-25",0,0,0,0,0,0,0,0,1,"grp020-25"
0,"Other.trad",15.032417,"25-35",0.121712030739967,0.106837443373211,0.0411426851716527,0.255904556133588,0,0.474403284581581,0,0,0,"grp025-35"
0,"Other.trad",0.973302,">35",0,0,1,0,0,0,0,0,0,"grp0>35"
0,"Other.mod",0,"<18",0,0,0,0,0,0,0,0,0,"grp0<18"
0,"Other.mod",0,"18-20",0,0,0,0,0,0,0,0,0,"grp018-20"
0,"Other.mod",3.673746,"20-25",0,0,0,0,0,1,0,0,0,"grp020-25"
0,"Other.mod",3.307178,"25-35",1,0,0,0,0,0,0,0,0,"grp025-35"
0,"Other.mod",2.91859,">35",0,0,0,0.55531540915305,0,0.44468459084695,0,0,0,"grp0>35"
1,"Birth",18.236062,"<18",0.0496901140169407,0,0.28949934475985,0.221941392829219,0,0.234629384348441,0.0941724150751407,0.110067348970408,0,"grp1<18"
1,"Birth",1.386882,"18-20",0,0,0,0.521146716158981,0,0,0,0.478853283841019,0,"grp118-20"
1,"Birth",13.957151,"20-25",0.236952226138415,0,0.228493264850398,0,0,0,0.15481884519269,0.379735663818497,0,"grp120-25"
1,"Birth",19.50962,"25-35",0,0,0.133081474677621,0.100065096091057,0,0.030593983891024,0.562738741195369,0.17352070414493,0,"grp125-35"
1,"Birth",6.100655,">35",0,0,0,0,0.513736967587907,0,0.180205240256989,0.306057792155105,0,"grp1>35"
6,"None",10.378236,"<18",0,0,0.103277474129515,0,0,0,0.708614257760182,0.188108268110303,0,"grp6<18"
6,"None",10.616444,"18-20",0,0,0.716909918236276,0,0,0.183887561597838,0.0992025201658861,0,0,"grp618-20"
6,"None",43.631038,"20-25",0.094078233939793,0.0276290699295304,0.348284723365967,0,0,0.0252122812205385,0.34580547911787,0.158990212426301,0,"grp620-25"
6,"None",65.576999,"25-35",0.175360830403355,0.0323359414480068,0.333720211868799,0.0975270002825228,0,0.0258766797181432,0.306167380425567,0.0290119558536065,0,"grp625-35"
6,"None",21.441667,">35",0.051303753574757,0.182077960636176,0.075158382041844,0,0,0,0.604379314350885,0.0870805893963375,0,"grp6>35"
