"region","space_mo","urban_rural","Freq"
"Dire Dawa","93","urban",0
"Dire Dawa","94","urban",0
"Dire Dawa","95","urban",0.141413
"Dire Dawa","96","urban",0
"Dire Dawa","97","urban",0.141413
"Dire Dawa","98","urban",0.141413
"Dire Dawa","100","urban",0.073432
"Dire Dawa","102","urban",0
"Dire Dawa","103","urban",0
"Dire Dawa","110","urban",0
"Dire Dawa","112","urban",0
"Dire Dawa","114","urban",0
"Dire Dawa","115","urban",0
"Dire Dawa","116","urban",0.131928
"Dire Dawa","118","urban",0
"Dire Dawa","119","urban",0
"Dire Dawa","120","urban",0
"Dire Dawa","123","urban",0.262246
"Dire Dawa","124","urban",0
"Dire Dawa","126","urban",0.170374
"Dire Dawa","129","urban",0
"Dire Dawa","132","urban",0
"Dire Dawa","133","urban",0
"Dire Dawa","142","urban",0
"Dire Dawa","148","urban",0.170374
"Dire Dawa","159","urban",0
"Dire Dawa","165","urban",0
"Dire Dawa","176","urban",0
"Dire Dawa","7","rural",0.154493
"Dire Dawa","8","rural",1.760222
"Dire Dawa","9","rural",3.728259
"Dire Dawa","10","rural",4.342146
"Dire Dawa","11","rural",5.180611
"Dire Dawa","12","rural",6.287895
"Dire Dawa","13","rural",5.859154
"Dire Dawa","14","rural",5.220729
"Dire Dawa","15","rural",5.776801
"Dire Dawa","16","rural",5.272339
"Dire Dawa","17","rural",3.951216
"Dire Dawa","18","rural",7.143844
"Dire Dawa","19","rural",7.327884
"Dire Dawa","20","rural",9.081095
"Dire Dawa","21","rural",13.942742
"Dire Dawa","22","rural",16.131817
"Dire Dawa","23","rural",14.851448
"Dire Dawa","24","rural",13.394311
"Dire Dawa","25","rural",16.534675
"Dire Dawa","26","rural",9.914076
"Dire Dawa","27","rural",12.441765
"Dire Dawa","28","rural",10.163285
"Dire Dawa","29","rural",8.945132
"Dire Dawa","30","rural",9.349499
"Dire Dawa","31","rural",7.780198
"Dire Dawa","32","rural",8.080161
"Dire Dawa","33","rural",9.518011
"Dire Dawa","34","rural",9.127087
"Dire Dawa","35","rural",5.262959
"Dire Dawa","36","rural",7.023101
"Dire Dawa","37","rural",7.92734
"Dire Dawa","38","rural",4.699251
"Dire Dawa","39","rural",4.282012
"Dire Dawa","40","rural",5.131105
"Dire Dawa","41","rural",5.406641
"Dire Dawa","42","rural",4.645734
"Dire Dawa","43","rural",3.72366
"Dire Dawa","44","rural",3.419613
"Dire Dawa","45","rural",3.111553
"Dire Dawa","46","rural",3.160871
"Dire Dawa","47","rural",3.214049
"Dire Dawa","48","rural",3.384368
"Dire Dawa","49","rural",2.426162
"Dire Dawa","50","rural",3.597718
"Dire Dawa","51","rural",1.879583
"Dire Dawa","52","rural",1.624983
"Dire Dawa","53","rural",1.981188
"Dire Dawa","54","rural",1.84538
"Dire Dawa","55","rural",1.600599
"Dire Dawa","56","rural",1.912574
"Dire Dawa","57","rural",1.197084
"Dire Dawa","58","rural",1.9892
"Dire Dawa","59","rural",2.278297
"Dire Dawa","60","rural",1.621968
"Dire Dawa","61","rural",1.576528
"Dire Dawa","62","rural",1.830373
"Dire Dawa","63","rural",0.746577
"Dire Dawa","64","rural",1.065425
"Dire Dawa","65","rural",0.369322
"Dire Dawa","66","rural",0.800718
"Dire Dawa","67","rural",0.42353
"Dire Dawa","68","rural",1.084178
"Dire Dawa","69","rural",0.986261
"Dire Dawa","70","rural",1.094555
"Dire Dawa","71","rural",0.49177
"Dire Dawa","72","rural",0.618249
"Dire Dawa","73","rural",0.783652
"Dire Dawa","74","rural",0.428079
"Dire Dawa","75","rural",0.624852
"Dire Dawa","76","rural",0.153906
"Dire Dawa","77","rural",0.365
"Dire Dawa","79","rural",0.375668
"Dire Dawa","80","rural",0.721517
"Dire Dawa","81","rural",0.777629
"Dire Dawa","82","rural",0.489892
"Dire Dawa","83","rural",0.107401
"Dire Dawa","84","rural",0.604225
"Dire Dawa","85","rural",0.376433
"Dire Dawa","86","rural",0
"Dire Dawa","87","rural",0.550318
"Dire Dawa","88","rural",0.359675
"Dire Dawa","89","rural",0.153906
"Dire Dawa","90","rural",0.137104
"Dire Dawa","91","rural",0.149906
"Dire Dawa","93","rural",0.097632
"Dire Dawa","94","rural",0.274283
"Dire Dawa","95","rural",0.286899
"Dire Dawa","96","rural",0.136107
"Dire Dawa","97","rural",0.11979
"Dire Dawa","98","rural",0.153906
"Dire Dawa","100","rural",0.203052
"Dire Dawa","102","rural",0.185943
"Dire Dawa","103","rural",0.154743
"Dire Dawa","110","rural",0.136107
"Dire Dawa","112","rural",0.153906
"Dire Dawa","114","rural",0.135742
"Dire Dawa","115","rural",0.108112
"Dire Dawa","116","rural",0.141171
"Dire Dawa","118","rural",0.149906
"Dire Dawa","119","rural",0.153906
"Dire Dawa","120","rural",0.127425
"Dire Dawa","123","rural",0
"Dire Dawa","124","rural",0.297032
"Dire Dawa","126","rural",0.136107
"Dire Dawa","129","rural",0.153906
"Dire Dawa","132","rural",0.132305
"Dire Dawa","133","rural",0.273476
"Dire Dawa","142","rural",0.203052
"Dire Dawa","148","rural",0
"Dire Dawa","159","rural",0.077386
"Dire Dawa","165","rural",0.11979
"Dire Dawa","176","rural",0.066153
"Dire Dawa","7","urban",0
"Dire Dawa","8","urban",0
"Dire Dawa","9","urban",0.14397
"Dire Dawa","10","urban",0.170374
"Dire Dawa","11","urban",0.262246
"Dire Dawa","12","urban",0.43262
"Dire Dawa","13","urban",0.406216
"Dire Dawa","14","urban",0
"Dire Dawa","15","urban",0
"Dire Dawa","16","urban",0
"Dire Dawa","17","urban",0.826084
"Dire Dawa","18","urban",0.406216
"Dire Dawa","19","urban",0.406216
"Dire Dawa","20","urban",0.665905
"Dire Dawa","21","urban",0.073432
"Dire Dawa","22","urban",0.681167
"Dire Dawa","23","urban",1.589972
"Dire Dawa","24","urban",0.872872
"Dire Dawa","25","urban",1.085864
"Dire Dawa","26","urban",0.80039
"Dire Dawa","27","urban",0.736534
"Dire Dawa","28","urban",0.275898
"Dire Dawa","29","urban",1.022862
"Dire Dawa","30","urban",0.446272
"Dire Dawa","31","urban",0.840446
"Dire Dawa","32","urban",0.748574
"Dire Dawa","33","urban",1.08994
"Dire Dawa","34","urban",0.131928
"Dire Dawa","35","urban",0.826421
"Dire Dawa","36","urban",0.705251
"Dire Dawa","37","urban",0.754596
"Dire Dawa","38","urban",0.28794
"Dire Dawa","39","urban",0.170374
"Dire Dawa","40","urban",0.72217
"Dire Dawa","41","urban",0
"Dire Dawa","42","urban",0.314344
"Dire Dawa","43","urban",0.14397
"Dire Dawa","44","urban",0.170374
"Dire Dawa","45","urban",0.217402
"Dire Dawa","46","urban",0.406216
"Dire Dawa","47","urban",0
"Dire Dawa","48","urban",0.273341
"Dire Dawa","49","urban",0
"Dire Dawa","50","urban",0.417311
"Dire Dawa","51","urban",0.14397
"Dire Dawa","52","urban",0.14397
"Dire Dawa","53","urban",0.217402
"Dire Dawa","54","urban",0.14397
"Dire Dawa","55","urban",0.14397
"Dire Dawa","56","urban",0.440252
"Dire Dawa","57","urban",0.14397
"Dire Dawa","58","urban",0.131928
"Dire Dawa","59","urban",0.369714
"Dire Dawa","60","urban",0.14397
"Dire Dawa","61","urban",0.539754
"Dire Dawa","62","urban",0.131928
"Dire Dawa","63","urban",0.302302
"Dire Dawa","64","urban",0.214845
"Dire Dawa","65","urban",0
"Dire Dawa","66","urban",0.296282
"Dire Dawa","67","urban",0.14397
"Dire Dawa","68","urban",0
"Dire Dawa","69","urban",0
"Dire Dawa","70","urban",0.170374
"Dire Dawa","71","urban",0
"Dire Dawa","72","urban",0
"Dire Dawa","73","urban",0.170374
"Dire Dawa","74","urban",0.262246
"Dire Dawa","75","urban",0
"Dire Dawa","76","urban",0.14397
"Dire Dawa","77","urban",0.275898
"Dire Dawa","79","urban",0
"Dire Dawa","80","urban",0.296282
"Dire Dawa","81","urban",0.131928
"Dire Dawa","82","urban",0
"Dire Dawa","83","urban",0
"Dire Dawa","84","urban",0
"Dire Dawa","85","urban",0
"Dire Dawa","86","urban",0.073432
"Dire Dawa","87","urban",0
"Dire Dawa","88","urban",0
"Dire Dawa","89","urban",0.170374
"Dire Dawa","90","urban",0
"Dire Dawa","91","urban",0
"Dire Dawa","93","urban",0
"Dire Dawa","94","urban",0
"Dire Dawa","95","urban",0.141413
"Dire Dawa","96","urban",0
"Dire Dawa","97","urban",0.141413
"Dire Dawa","98","urban",0.141413
"Dire Dawa","100","urban",0.073432
"Dire Dawa","102","urban",0
"Dire Dawa","103","urban",0
"Dire Dawa","110","urban",0
"Dire Dawa","112","urban",0
"Dire Dawa","114","urban",0
"Dire Dawa","115","urban",0
"Dire Dawa","116","urban",0.131928
"Dire Dawa","118","urban",0
"Dire Dawa","119","urban",0
"Dire Dawa","120","urban",0
"Dire Dawa","123","urban",0.262246
"Dire Dawa","124","urban",0
"Dire Dawa","126","urban",0.170374
"Dire Dawa","129","urban",0
"Dire Dawa","132","urban",0
"Dire Dawa","133","urban",0
"Dire Dawa","142","urban",0
"Dire Dawa","148","urban",0.170374
"Dire Dawa","159","urban",0
"Dire Dawa","165","urban",0
"Dire Dawa","176","urban",0
"Dire Dawa","7","rural",0.154493
"Dire Dawa","8","rural",1.760222
"Dire Dawa","9","rural",3.728259
"Dire Dawa","10","rural",4.342146
"Dire Dawa","11","rural",5.180611
"Dire Dawa","12","rural",6.287895
"Dire Dawa","13","rural",5.859154
"Dire Dawa","14","rural",5.220729
"Dire Dawa","15","rural",5.776801
"Dire Dawa","16","rural",5.272339
"Dire Dawa","17","rural",3.951216
"Dire Dawa","18","rural",7.143844
"Dire Dawa","19","rural",7.327884
"Dire Dawa","20","rural",9.081095
"Dire Dawa","21","rural",13.942742
"Dire Dawa","22","rural",16.131817
"Dire Dawa","23","rural",14.851448
"Dire Dawa","24","rural",13.394311
"Dire Dawa","25","rural",16.534675
"Dire Dawa","26","rural",9.914076
"Dire Dawa","27","rural",12.441765
"Dire Dawa","28","rural",10.163285
"Dire Dawa","29","rural",8.945132
"Dire Dawa","30","rural",9.349499
"Dire Dawa","31","rural",7.780198
"Dire Dawa","32","rural",8.080161
"Dire Dawa","33","rural",9.518011
"Dire Dawa","34","rural",9.127087
"Dire Dawa","35","rural",5.262959
"Dire Dawa","36","rural",7.023101
"Dire Dawa","37","rural",7.92734
"Dire Dawa","38","rural",4.699251
"Dire Dawa","39","rural",4.282012
"Dire Dawa","40","rural",5.131105
"Dire Dawa","41","rural",5.406641
"Dire Dawa","42","rural",4.645734
"Dire Dawa","43","rural",3.72366
"Dire Dawa","44","rural",3.419613
"Dire Dawa","45","rural",3.111553
"Dire Dawa","46","rural",3.160871
"Dire Dawa","47","rural",3.214049
"Dire Dawa","48","rural",3.384368
"Dire Dawa","49","rural",2.426162
"Dire Dawa","50","rural",3.597718
"Dire Dawa","51","rural",1.879583
"Dire Dawa","52","rural",1.624983
"Dire Dawa","53","rural",1.981188
"Dire Dawa","54","rural",1.84538
"Dire Dawa","55","rural",1.600599
"Dire Dawa","56","rural",1.912574
"Dire Dawa","57","rural",1.197084
"Dire Dawa","58","rural",1.9892
"Dire Dawa","59","rural",2.278297
"Dire Dawa","60","rural",1.621968
"Dire Dawa","61","rural",1.576528
"Dire Dawa","62","rural",1.830373
"Dire Dawa","63","rural",0.746577
"Dire Dawa","64","rural",1.065425
"Dire Dawa","65","rural",0.369322
"Dire Dawa","66","rural",0.800718
"Dire Dawa","67","rural",0.42353
"Dire Dawa","68","rural",1.084178
"Dire Dawa","69","rural",0.986261
"Dire Dawa","70","rural",1.094555
"Dire Dawa","71","rural",0.49177
"Dire Dawa","72","rural",0.618249
"Dire Dawa","73","rural",0.783652
"Dire Dawa","74","rural",0.428079
"Dire Dawa","75","rural",0.624852
"Dire Dawa","76","rural",0.153906
"Dire Dawa","77","rural",0.365
"Dire Dawa","79","rural",0.375668
"Dire Dawa","80","rural",0.721517
"Dire Dawa","81","rural",0.777629
"Dire Dawa","82","rural",0.489892
"Dire Dawa","83","rural",0.107401
"Dire Dawa","84","rural",0.604225
"Dire Dawa","85","rural",0.376433
"Dire Dawa","86","rural",0
"Dire Dawa","87","rural",0.550318
"Dire Dawa","88","rural",0.359675
"Dire Dawa","89","rural",0.153906
"Dire Dawa","90","rural",0.137104
"Dire Dawa","91","rural",0.149906
"Dire Dawa","93","rural",0.097632
"Dire Dawa","94","rural",0.274283
"Dire Dawa","95","rural",0.286899
"Dire Dawa","96","rural",0.136107
"Dire Dawa","97","rural",0.11979
"Dire Dawa","98","rural",0.153906
"Dire Dawa","100","rural",0.203052
"Dire Dawa","102","rural",0.185943
"Dire Dawa","103","rural",0.154743
"Dire Dawa","110","rural",0.136107
"Dire Dawa","112","rural",0.153906
"Dire Dawa","114","rural",0.135742
"Dire Dawa","115","rural",0.108112
"Dire Dawa","116","rural",0.141171
"Dire Dawa","118","rural",0.149906
"Dire Dawa","119","rural",0.153906
"Dire Dawa","120","rural",0.127425
"Dire Dawa","123","rural",0
"Dire Dawa","124","rural",0.297032
"Dire Dawa","126","rural",0.136107
"Dire Dawa","129","rural",0.153906
"Dire Dawa","132","rural",0.132305
"Dire Dawa","133","rural",0.273476
"Dire Dawa","142","rural",0.203052
"Dire Dawa","148","rural",0
"Dire Dawa","159","rural",0.077386
"Dire Dawa","165","rural",0.11979
"Dire Dawa","176","rural",0.066153
"Gambela","8","urban",0
"Gambela","9","urban",0.202726
"Gambela","10","urban",0.19364
"Gambela","11","urban",0.11956
"Gambela","12","urban",0.251498
"Gambela","13","urban",0.11956
"Gambela","14","urban",0.276301
"Gambela","15","urban",0.208277
"Gambela","16","urban",0.160301
"Gambela","17","urban",0.148116
"Gambela","18","urban",0.237347
"Gambela","19","urban",0.519043
"Gambela","20","urban",0.499457
"Gambela","21","urban",0.182872
"Gambela","22","urban",0.378749
"Gambela","23","urban",0.629768
"Gambela","24","urban",0.412152
"Gambela","25","urban",0.328864
"Gambela","26","urban",0.511868
"Gambela","27","urban",0.443066
"Gambela","28","urban",0.38301
"Gambela","29","urban",0.279356
"Gambela","30","urban",0.578744
"Gambela","31","urban",0.250436
"Gambela","32","urban",0.482214
"Gambela","33","urban",0.539904
"Gambela","34","urban",0.822678
"Gambela","35","urban",0.561416
"Gambela","36","urban",0.461106
"Gambela","37","urban",0.66896
"Gambela","38","urban",0.525814
"Gambela","39","urban",0.47317
"Gambela","40","urban",0.391886
"Gambela","41","urban",0.308032
"Gambela","42","urban",0.287016
"Gambela","43","urban",0.281048
"Gambela","44","urban",0.045502
"Gambela","45","urban",0.142266
"Gambela","46","urban",0.411348
"Gambela","47","urban",0.273906
"Gambela","48","urban",0.208042
"Gambela","49","urban",0.064684
"Gambela","50","urban",0.368568
"Gambela","51","urban",0.298605
"Gambela","52","urban",0.456603
"Gambela","53","urban",0.20446
"Gambela","54","urban",0.086246
"Gambela","55","urban",0.045502
"Gambela","56","urban",0.392383
"Gambela","57","urban",0.086246
"Gambela","58","urban",0.350761
"Gambela","59","urban",0.208042
"Gambela","60","urban",0.426762
"Gambela","61","urban",0.135871
"Gambela","62","urban",0.138617
"Gambela","63","urban",0.181343
"Gambela","64","urban",0
"Gambela","65","urban",0.085154
"Gambela","66","urban",0.137274
"Gambela","67","urban",0.168568
"Gambela","68","urban",0
"Gambela","69","urban",0
"Gambela","70","urban",0.040995
"Gambela","71","urban",0.064684
"Gambela","72","urban",0.284532
"Gambela","73","urban",0.208042
"Gambela","74","urban",0.03682
"Gambela","75","urban",0.329382
"Gambela","76","urban",0.17905
"Gambela","77","urban",0.086246
"Gambela","78","urban",0.140868
"Gambela","79","urban",0
"Gambela","80","urban",0.08342
"Gambela","81","urban",0.162775
"Gambela","82","urban",0.055984
"Gambela","83","urban",0.064684
"Gambela","84","urban",0.085154
"Gambela","85","urban",0.15093
"Gambela","86","urban",0.114224
"Gambela","87","urban",0
"Gambela","88","urban",0.207128
"Gambela","90","urban",0.040995
"Gambela","91","urban",0
"Gambela","92","urban",0
"Gambela","93","urban",0
"Gambela","95","urban",0
"Gambela","97","urban",0.086246
"Gambela","98","urban",0
"Gambela","99","urban",0.0466
"Gambela","100","urban",0.086246
"Gambela","101","urban",0.045502
"Gambela","102","urban",0
"Gambela","103","urban",0
"Gambela","106","urban",0
"Gambela","107","urban",0.03728
"Gambela","110","urban",0.03682
"Gambela","111","urban",0.064684
"Gambela","112","urban",0
"Gambela","113","urban",0.064684
"Gambela","114","urban",0.03682
"Gambela","118","urban",0
"Gambela","120","urban",0
"Gambela","121","urban",0.116804
"Gambela","124","urban",0
"Gambela","126","urban",0
"Gambela","131","urban",0.03682
"Gambela","133","urban",0
"Gambela","134","urban",0.055984
"Gambela","135","urban",0.077621
"Gambela","140","urban",0
"Gambela","141","urban",0
"Gambela","142","urban",0
"Gambela","144","urban",0
"Gambela","146","urban",0.101962
"Gambela","149","urban",0
"Gambela","151","urban",0
"Gambela","155","urban",0.055984
"Gambela","157","urban",0
"Gambela","175","urban",0.064684
"Gambela","179","urban",0
"Gambela","8","rural",0.097934
"Gambela","9","rural",0.300069
"Gambela","10","rural",0.287838
"Gambela","11","rural",0.472291
"Gambela","12","rural",0.625265
"Gambela","13","rural",0.388876
"Gambela","14","rural",0.654026
"Gambela","15","rural",0.40187
"Gambela","16","rural",0.437893
"Gambela","17","rural",0.333745
"Gambela","18","rural",0.607801
"Gambela","19","rural",0.582174
"Gambela","20","rural",0.95477
"Gambela","21","rural",1.130987
"Gambela","22","rural",1.501287
"Gambela","23","rural",1.158432
"Gambela","24","rural",1.69033
"Gambela","25","rural",1.858528
"Gambela","26","rural",1.30947
"Gambela","27","rural",1.156006
"Gambela","28","rural",1.248808
"Gambela","29","rural",1.094569
"Gambela","30","rural",1.094417
"Gambela","31","rural",0.779494
"Gambela","32","rural",0.987436
"Gambela","33","rural",1.076744
"Gambela","34","rural",1.18496
"Gambela","35","rural",1.188312
"Gambela","36","rural",1.42018
"Gambela","37","rural",0.762727
"Gambela","38","rural",1.408727
"Gambela","39","rural",1.283501
"Gambela","40","rural",0.747781
"Gambela","41","rural",0.986208
"Gambela","42","rural",0.539087
"Gambela","43","rural",0.66009
"Gambela","44","rural",0.632578
"Gambela","45","rural",0.518763
"Gambela","46","rural",0.629908
"Gambela","47","rural",0.353995
"Gambela","48","rural",0.415217
"Gambela","49","rural",0.46453
"Gambela","50","rural",0.766983
"Gambela","51","rural",0.314588
"Gambela","52","rural",0.509146
"Gambela","53","rural",0.535044
"Gambela","54","rural",0.337698
"Gambela","55","rural",0.358183
"Gambela","56","rural",0.292228
"Gambela","57","rural",0.197996
"Gambela","58","rural",0.322789
"Gambela","59","rural",0.437293
"Gambela","60","rural",0.336711
"Gambela","61","rural",0.510512
"Gambela","62","rural",0.310595
"Gambela","63","rural",0.276138
"Gambela","64","rural",0.258464
"Gambela","65","rural",0.420531
"Gambela","66","rural",0.136055
"Gambela","67","rural",0.033104
"Gambela","68","rural",0.23314
"Gambela","69","rural",0.225639
"Gambela","70","rural",0.24476
"Gambela","71","rural",0.083238
"Gambela","72","rural",0.140401
"Gambela","73","rural",0.225786
"Gambela","74","rural",0
"Gambela","75","rural",0.035749
"Gambela","76","rural",0.099133
"Gambela","77","rural",0.283326
"Gambela","78","rural",0.142753
"Gambela","79","rural",0.121318
"Gambela","80","rural",0.185553
"Gambela","81","rural",0.118341
"Gambela","82","rural",0.22743
"Gambela","83","rural",0.071243
"Gambela","84","rural",0.199353
"Gambela","85","rural",0.054345
"Gambela","86","rural",0.085102
"Gambela","87","rural",0.047489
"Gambela","88","rural",0.045556
"Gambela","90","rural",0.041967
"Gambela","91","rural",0.042998
"Gambela","92","rural",0.058905
"Gambela","93","rural",0.035749
"Gambela","95","rural",0.160868
"Gambela","97","rural",0.162282
"Gambela","98","rural",0.10668
"Gambela","99","rural",0.031592
"Gambela","100","rural",0.013138
"Gambela","101","rural",0.033104
"Gambela","102","rural",0.035749
"Gambela","103","rural",0.055383
"Gambela","106","rural",0.035749
"Gambela","107","rural",0.056765
"Gambela","110","rural",0
"Gambela","111","rural",0.054345
"Gambela","112","rural",0.02789
"Gambela","113","rural",0
"Gambela","114","rural",0
"Gambela","118","rural",0.035749
"Gambela","120","rural",0.005972
"Gambela","121","rural",0.126626
"Gambela","124","rural",0.033104
"Gambela","126","rural",0.037168
"Gambela","131","rural",0.035749
"Gambela","133","rural",0.055383
"Gambela","134","rural",0
"Gambela","135","rural",0
"Gambela","140","rural",0.040982
"Gambela","141","rural",0.055383
"Gambela","142","rural",0.041669
"Gambela","144","rural",0.042136
"Gambela","146","rural",0.035749
"Gambela","149","rural",0.05905
"Gambela","151","rural",0.048316
"Gambela","155","rural",0
"Gambela","157","rural",0.022155
"Gambela","175","rural",0
"Gambela","179","rural",0.041296
"Harari","8","urban",0.041095
"Harari","9","urban",0.034093
"Harari","10","urban",0.095197
"Harari","11","urban",0.058683
"Harari","12","urban",0.312445
"Harari","13","urban",0.032098
"Harari","14","urban",0.402571
"Harari","15","urban",0.106738
"Harari","16","urban",0.173986
"Harari","17","urban",0.605182
"Harari","18","urban",0.562868
"Harari","19","urban",0.396714
"Harari","20","urban",0.25056
"Harari","21","urban",0.466489
"Harari","22","urban",0.34243
"Harari","23","urban",0.620961
"Harari","24","urban",0.312915
"Harari","25","urban",0.609342
"Harari","26","urban",0.389126
"Harari","27","urban",0.027248
"Harari","28","urban",0.37771
"Harari","29","urban",0.293993
"Harari","30","urban",0.298133
"Harari","31","urban",0.207611
"Harari","32","urban",0.268585
"Harari","33","urban",0.379078
"Harari","34","urban",0.4756
"Harari","35","urban",0.246293
"Harari","36","urban",0.169112
"Harari","37","urban",0.352225
"Harari","38","urban",0.238528
"Harari","39","urban",0.219697
"Harari","40","urban",0.145785
"Harari","41","urban",0.332391
"Harari","42","urban",0.184501
"Harari","43","urban",0.261027
"Harari","44","urban",0.171945
"Harari","45","urban",0.517589
"Harari","46","urban",0.212277
"Harari","47","urban",0.048692
"Harari","48","urban",0.141717
"Harari","49","urban",0.051921
"Harari","50","urban",0.334926
"Harari","51","urban",0.097453
"Harari","52","urban",0.217487
"Harari","53","urban",0.175881
"Harari","54","urban",0.21703
"Harari","55","urban",0.332744
"Harari","56","urban",0.182106
"Harari","57","urban",0.139349
"Harari","58","urban",0.219978
"Harari","59","urban",0.075465
"Harari","60","urban",0.177872
"Harari","61","urban",0.190563
"Harari","62","urban",0.316049
"Harari","63","urban",0.215756
"Harari","64","urban",0.151615
"Harari","65","urban",0.246896
"Harari","66","urban",0.191045
"Harari","67","urban",0
"Harari","68","urban",0
"Harari","69","urban",0.205877
"Harari","70","urban",0.054279
"Harari","71","urban",0.253929
"Harari","72","urban",0.279638
"Harari","73","urban",0.068343
"Harari","74","urban",0
"Harari","75","urban",0.131319
"Harari","76","urban",0.091875
"Harari","77","urban",0.146946
"Harari","78","urban",0.152994
"Harari","79","urban",0.074302
"Harari","80","urban",0.057336
"Harari","81","urban",0.165127
"Harari","82","urban",0
"Harari","83","urban",0.034093
"Harari","84","urban",0.068411
"Harari","85","urban",0.072728
"Harari","86","urban",0.111615
"Harari","87","urban",0
"Harari","88","urban",0.057336
"Harari","89","urban",0.043367
"Harari","92","urban",0.031565
"Harari","93","urban",0.058698
"Harari","94","urban",0.049916
"Harari","96","urban",0.034522
"Harari","97","urban",0.034522
"Harari","99","urban",0.058698
"Harari","100","urban",0
"Harari","101","urban",0.14192
"Harari","102","urban",0.034093
"Harari","103","urban",0.032098
"Harari","104","urban",0.095442
"Harari","105","urban",0
"Harari","108","urban",0.041163
"Harari","110","urban",0.095005
"Harari","112","urban",0.069044
"Harari","113","urban",0.032098
"Harari","114","urban",0
"Harari","117","urban",0.042222
"Harari","119","urban",0.110033
"Harari","122","urban",0.058683
"Harari","123","urban",0.037151
"Harari","127","urban",0.087504
"Harari","130","urban",0.037058
"Harari","135","urban",0.041279
"Harari","136","urban",0.086382
"Harari","141","urban",0.027248
"Harari","147","urban",0.031565
"Harari","158","urban",0.034093
"Harari","182","urban",0.027248
"Harari","187","urban",0.020709
"Harari","198","urban",0.032098
"Harari","213","urban",0.043367
"Harari","8","rural",0.19065
"Harari","9","rural",0.508921
"Harari","10","rural",0.817447
"Harari","11","rural",0.779106
"Harari","12","rural",0.809503
"Harari","13","rural",0.949774
"Harari","14","rural",0.574145
"Harari","15","rural",1.067142
"Harari","16","rural",0.834718
"Harari","17","rural",0.656253
"Harari","18","rural",0.787711
"Harari","19","rural",1.337644
"Harari","20","rural",1.555712
"Harari","21","rural",2.395175
"Harari","22","rural",1.851171
"Harari","23","rural",1.612187
"Harari","24","rural",2.465946
"Harari","25","rural",2.512881
"Harari","26","rural",1.859187
"Harari","27","rural",1.619027
"Harari","28","rural",1.353648
"Harari","29","rural",1.067861
"Harari","30","rural",1.066307
"Harari","31","rural",0.725835
"Harari","32","rural",0.919679
"Harari","33","rural",1.1243
"Harari","34","rural",0.898072
"Harari","35","rural",0.774443
"Harari","36","rural",0.489454
"Harari","37","rural",0.774921
"Harari","38","rural",0.297354
"Harari","39","rural",0.718314
"Harari","40","rural",0.37793
"Harari","41","rural",0.535592
"Harari","42","rural",0.625576
"Harari","43","rural",0.579371
"Harari","44","rural",0.132903
"Harari","45","rural",0.244498
"Harari","46","rural",0.330711
"Harari","47","rural",0.134555
"Harari","48","rural",0.327198
"Harari","49","rural",0.397734
"Harari","50","rural",0.310146
"Harari","51","rural",0.492047
"Harari","52","rural",0.222439
"Harari","53","rural",0.230484
"Harari","54","rural",0.024807
"Harari","55","rural",0.165745
"Harari","56","rural",0.142957
"Harari","57","rural",0.247171
"Harari","58","rural",0.261374
"Harari","59","rural",0
"Harari","60","rural",0
"Harari","61","rural",0.293848
"Harari","62","rural",0.202429
"Harari","63","rural",0
"Harari","64","rural",0.134366
"Harari","65","rural",0.039546
"Harari","66","rural",0.041074
"Harari","67","rural",0.041807
"Harari","68","rural",0.104349
"Harari","69","rural",0.041074
"Harari","70","rural",0.125494
"Harari","71","rural",0.096325
"Harari","72","rural",0.132727
"Harari","73","rural",0.108071
"Harari","74","rural",0.04098
"Harari","75","rural",0
"Harari","76","rural",0.041585
"Harari","77","rural",0.041807
"Harari","78","rural",0
"Harari","79","rural",0.050022
"Harari","80","rural",0.073146
"Harari","81","rural",0.074189
"Harari","82","rural",0.065881
"Harari","83","rural",0
"Harari","84","rural",0.041807
"Harari","85","rural",0.035653
"Harari","86","rural",0
"Harari","87","rural",0.042693
"Harari","88","rural",0
"Harari","89","rural",0
"Harari","92","rural",0.048339
"Harari","93","rural",0
"Harari","94","rural",0
"Harari","96","rural",0
"Harari","97","rural",0.04098
"Harari","99","rural",0
"Harari","100","rural",0.048339
"Harari","101","rural",0
"Harari","102","rural",0
"Harari","103","rural",0
"Harari","104","rural",0.042693
"Harari","105","rural",0.086901
"Harari","108","rural",0
"Harari","110","rural",0
"Harari","112","rural",0
"Harari","113","rural",0
"Harari","114","rural",0.033115
"Harari","117","rural",0
"Harari","119","rural",0
"Harari","122","rural",0
"Harari","123","rural",0.042693
"Harari","127","rural",0
"Harari","130","rural",0
"Harari","135","rural",0
"Harari","136","rural",0.04098
"Harari","141","rural",0
"Harari","147","rural",0
"Harari","158","rural",0
"Harari","182","rural",0
"Harari","187","rural",0
"Harari","198","rural",0
"Harari","213","rural",0
"Oromia","8","urban",13.08375
"Oromia","9","urban",5.118032
"Oromia","10","urban",21.638065
"Oromia","11","urban",17.505021
"Oromia","12","urban",28.581395
"Oromia","13","urban",15.725228
"Oromia","14","urban",13.48362
"Oromia","15","urban",18.114962
"Oromia","16","urban",22.022403
"Oromia","17","urban",15.29562
"Oromia","18","urban",10.479598
"Oromia","19","urban",5.781192
"Oromia","20","urban",21.20834
"Oromia","21","urban",16.067323
"Oromia","22","urban",17.666639
