rhs,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),-217.8595207798181,5.714897809546705,-38.121332706227044,5.127435783250041e-25
"ns(age, knots = c(25, 40))1",-114.79592325017965,6.50270600562442,-17.653561940350464,2.3485124431160337e-16
"ns(age, knots = c(25, 40))2",-530.3309425672538,17.54954381492037,-30.219072823783264,2.3610677248009994e-22
"ns(age, knots = c(25, 40))3",-142.94988924408227,7.118974510433058,-20.080123764256378,9.204925250162847e-18
prior_userTRUE,106.80077620099041,3.709246565369805,28.793118580496028,8.383521533523289e-22
edu.levelPrimary,-77.65076011860037,2.3961173197898376,-32.40691074567713,3.7560650776751294e-23
edu.levelSecondary,-85.16937633124739,2.938949195735674,-28.979533383845347,7.080180276887305e-22
parity,26.395570680510012,0.7521157954807383,35.09508886678608,4.5839661173745315e-24
urban,-122.93599489217507,3.6809855177393844,-33.39757635549573,1.6980275514736735e-23
wealthquintile,83.22971549978978,2.4759663688534577,33.61504281592114,1.4307547094041034e-23
"ns(age, knots = c(25, 40))1:prior_userTRUE",-1475.0269831261826,129.48368293289315,-11.391605102016115,8.08402165452479e-12
