"postpartum","From","n","age_grp","Pill","IUD","Injectable","Condom","F.sterilization","Withdrawal","Implant","Other.trad","Other.mod","group"
0,"None",3.707259,"<18",0,0,0.520195648591048,0,0,0,0.479804351408952,0,0,"grp0<18"
0,"None",7.815122,"18-20",0.414750914956926,0,0.461866494214678,0,0,0,0,0.123382590828397,0,"grp018-20"
0,"None",21.329948,">35",0.10908474788593,0.229951802976735,0.216446472349581,0,0,0.0518323345185839,0.24624649811617,0.089185730785654,0.0572524133673462,"grp0>35"
0,"None",33.790019,"20-25",0.116168061343795,0.0438293035585449,0.448127981224278,0.0782894499112297,0,0.0911405820754347,0.17626995119476,0.0461746706919579,0,"grp020-25"
0,"None",78.863154,"25-35",0.155454510480268,0.117750870070451,0.363494034235557,0.0239142730710466,0,0,0.263699154106872,0.0602022206720264,0.0154849373637783,"grp025-35"

0,"Pill",1.56275,"25-35",0,0,0,0,0,0,0,1,0,"grp025-35"

0,"Injectable",1.16827,">35",1,0,0,0,0,0,0,0,0,"grp0>35"

1,"Birth",1.539821,"<18",0,0,0,0,0,0,1,0,0,"grp1<18"
1,"Birth",4.870574,"20-25",0,0,0.6838522523218,0,0,0,0.3161477476782,0,0,"grp120-25"
1,"Birth",8.645623,"25-35",0,0,0.442978834492321,0,0,0.180466231294147,0.376554934213532,0,0,"grp125-35"
1,"Birth",5.138304,">35",0.203255782452731,0,0,0,0.186200154759236,0,0.329341938507336,0.281202124280697,0,"grp1>35"

6,"None",11.2085,"18-20",0.306548869161797,0,0.443672837578623,0,0,0,0.150979970558059,0.0987983227015212,0,"grp618-20"
6,"None",34.777918,"20-25",0.255195437518715,0.0511462187011885,0.413077660370583,0,0,0,0.248739185594721,0.0318414978147916,0,"grp620-25"
6,"None",44.893819,"25-35",0.209026547730323,0.0838456403096382,0.455732848212356,0,0,0,0.202061624563506,0.0493333391841759,0,"grp625-35"
6,"None",7.535432,">35",0.250854098344992,0,0.498291803310016,0,0,0,0.250854098344992,0,0,"grp6>35"
